student_id,academic_year,major,facility_rated,satisfaction_score,timestamp,comments
STU10135,2022-2023,Psychology,Computer Lab,5.0,2022-03-16 16:49:58,
STU10136,2022-2023,Architecture,Sports Complex,5.0,2022-02-27 15:16:13,
STU10137,2022-2023,History,Hostel,3.0,2022-11-08 15:22:43,
STU10138,,Civil Engineering,Classrooms,1.0,2024-02-01 10:54:34,
STU10139,,Psychology,Hostel,3.0,,Good experience with hostel
STU10140,2022-2023,,Auditorium,4.0,2022-09-10 17:38:19,
STU10141,2022-2023,Electrical Engineering,Administration Office,1.0,2022-04-18 13:24:47,Could be better at administration office
STU10142,2021-2022,Computer Science,Auditorium,4.0,2021-12-27 13:36:42,
STU10143,2024-2025,Architecture,Administration Office,2.0,2024-02-25 15:51:03,Poor maintenance of administration office
STU10144,2024-2025,Biology,Computer Lab,5.0,2024-10-11 10:56:25,Needs improvement in computer lab
STU10145,2023-2024,Biology,Computer Lab,,2023-07-17 17:34:19,
STU10146,2021-2022,Chemistry,,2.0,2021-02-17 16:02:31,
STU10147,2023-2024,Economics,Auditorium,1.0,2023-04-14 13:33:10,
STU10148,2022-2023,History,Auditorium,3.0,2022-09-02 17:14:39,
STU10149,2023-2024,,Administration Office,1.0,2023-06-08 13:47:25,
STU10150,2024-2025,Economics,Computer Lab,5.0,2024-02-08 11:57:02,
STU10151,2023-2024,English Literature,Library,5.0,2023-03-16 16:27:32,Disappointed with library condition
STU10152,2023-2024,English Literature,Auditorium,5.0,2023-10-04 14:59:06,
STU10153,2024-2025,Physics,Cafeteria,2.0,2024-10-11 13:29:38,Poor maintenance of cafeteria
STU10154,2023-2024,Economics,Medical Center,2.0,2023-11-17 17:16:39,Poor maintenance of medical center
STU10155,2021-2022,Economics,Cafeteria,3.0,2021-07-10 17:31:33,
STU10156,,Architecture,Computer Lab,4.0,2023-04-20 12:49:03,
STU10157,2023-2024,Biology,Library,5.0,2023-01-22 16:58:17,
STU10158,2024-2025,Economics,Sports Complex,5.0,2024-04-12 15:28:10,
STU10159,2022-2023,Electrical Engineering,Parking,1.0,2022-02-14 10:28:03,
STU10160,2022-2023,Psychology,Medical Center,5.0,2022-11-20 10:46:13,Satisfactory services at medical center
STU10161,2022-2023,,Administration Office,,2022-05-15 13:58:19,
STU10162,2022-2023,Electrical Engineering,Library,5.0,2022-06-15 10:34:48,
STU10163,2022-2023,History,Administration Office,1.0,2022-09-17 13:07:14,
STU10164,2023-2024,Psychology,Cafeteria,5.0,2023-12-21 16:59:57,
STU10165,2023-2024,Physics,Medical Center,1.0,,
,2021-2022,Biology,Computer Lab,4.0,2021-08-08 09:07:20,Disappointed with computer lab condition
STU10167,2022-2023,Biology,Auditorium,1.0,2022-12-06 17:07:10,
STU10168,2021-2022,Computer Science,Auditorium,4.0,2021-04-01 16:31:49,
STU10169,2023-2024,Computer Science,Auditorium,5.0,,
STU10170,2024-2025,Chemistry,Parking,3.0,2024-02-10 15:43:48,
STU10171,2021-2022,English Literature,Classrooms,1.0,,Poor maintenance of classrooms
STU10172,2024-2025,Mechanical Engineering,Sports Complex,5.0,2024-11-07 12:15:03,
STU10173,2023-2024,Electrical Engineering,Auditorium,4.0,2023-10-14 10:53:11,Excellent facilities at auditorium
STU10174,2022-2023,Electrical Engineering,Parking,1.0,2022-04-13 16:28:54,
STU10175,2021-2022,History,Hostel,1.0,2021-03-22 13:31:55,
STU10176,2023-2024,,Cafeteria,3.0,2023-06-15 09:06:11,Excellent facilities at cafeteria
,2023-2024,Economics,Administration Office,2.0,2023-04-28 12:59:23,
STU10178,2023-2024,Physics,Sports Complex,4.0,2023-02-04 10:14:33,
STU10179,2023-2024,Electrical Engineering,Cafeteria,2.0,2023-06-12 11:44:17,
STU10180,2023-2024,,Parking,2.0,2023-07-10 10:54:36,
STU10181,2022-2023,Architecture,Classrooms,4.0,2022-08-07 17:19:01,Good experience with classrooms
STU10182,2022-2023,Physics,Hostel,3.0,2022-05-01 16:11:55,
STU10183,2022-2023,English Literature,Parking,1.0,2022-10-10 17:00:04,Satisfactory services at parking
STU10184,2024-2025,Physics,Classrooms,4.0,2024-12-25 13:46:36,
STU10185,2023-2024,Mathematics,Administration Office,2.0,2023-06-12 12:49:13,Very happy with administration office services
STU10186,,,Library,4.0,2022-06-05 13:58:04,Satisfactory services at library
STU10187,2021-2022,Chemistry,Sports Complex,5.0,2021-08-27 10:24:49,
,,Mathematics,Hostel,1.0,2023-06-20 15:44:51,
STU10189,2022-2023,Psychology,Administration Office,3.0,2022-01-23 16:28:31,Very happy with administration office services
STU10190,2021-2022,Mechanical Engineering,Library,5.0,2021-10-11 10:17:16,
STU10191,2024-2025,Computer Science,Administration Office,2.0,2024-04-01 09:18:30,
STU10192,,Business Administration,Auditorium,2.0,2022-12-02 10:05:08,
STU10193,2024-2025,Economics,Auditorium,5.0,2024-09-11 12:33:37,
STU10194,2023-2024,Biology,Hostel,2.0,2023-09-23 11:44:10,
STU10195,2022-2023,Psychology,Auditorium,5.0,2022-01-12 15:14:20,
STU10196,2023-2024,Computer Science,Library,5.0,2023-03-12 14:25:10,
STU10197,2023-2024,Chemistry,Hostel,2.0,,
STU10198,2021-2022,Chemistry,Auditorium,4.0,,
STU10199,2022-2023,Psychology,Classrooms,2.0,2022-12-27 13:22:42,Very happy with classrooms services
STU10200,2021-2022,Physics,Sports Complex,5.0,2021-04-21 14:18:33,Poor maintenance of sports complex
STU10201,2022-2023,Civil Engineering,Cafeteria,2.0,,
STU10202,,English Literature,Medical Center,4.0,2021-10-07 15:55:48,
STU10203,2022-2023,Civil Engineering,Sports Complex,5.0,2022-07-22 09:43:55,
STU10204,2021-2022,Economics,Medical Center,5.0,2021-06-28 17:25:08,
STU10205,2021-2022,,Parking,3.0,2021-01-26 13:03:49,
STU10206,2024-2025,Psychology,Parking,3.0,2024-03-04 09:54:49,Good experience with parking
,2023-2024,Mechanical Engineering,Library,4.0,2023-01-22 13:14:34,
STU10208,2023-2024,Chemistry,Auditorium,5.0,2023-09-25 10:34:06,
STU10209,2022-2023,Biology,Medical Center,1.0,2022-01-11 15:23:59,
STU10210,2023-2024,Biology,Parking,3.0,,Disappointed with parking condition
STU10211,,Biology,Auditorium,4.0,2022-01-28 10:59:04,Disappointed with auditorium condition
STU10212,2023-2024,Biology,Administration Office,2.0,2023-06-12 11:21:05,Poor maintenance of administration office
STU10213,2023-2024,Computer Science,Cafeteria,2.0,2023-07-20 16:21:43,Excellent facilities at cafeteria
STU10214,2021-2022,Physics,Medical Center,2.0,2021-09-23 09:15:11,
STU10215,2022-2023,Architecture,Medical Center,4.0,2022-03-08 14:04:19,
STU10216,2023-2024,Physics,Computer Lab,4.0,2023-06-18 16:38:31,Disappointed with computer lab condition
STU10217,2023-2024,Civil Engineering,Hostel,1.0,2023-04-01 15:49:44,
STU10218,2021-2022,English Literature,Auditorium,1.0,2021-01-11 11:51:22,
STU10219,2024-2025,,Cafeteria,3.0,2024-06-28 13:51:41,
STU10220,2022-2023,Biology,Hostel,2.0,,Could be better at hostel
STU10221,2021-2022,Business Administration,Cafeteria,,2021-11-02 11:17:13,
STU10222,,,Hostel,1.0,2023-06-01 12:30:13,Disappointed with hostel condition
STU10223,2023-2024,Economics,Sports Complex,5.0,2023-09-06 17:12:52,Excellent facilities at sports complex
STU10224,2021-2022,Physics,Sports Complex,4.0,2021-12-28 12:17:28,Could be better at sports complex
STU10225,2021-2022,English Literature,Hostel,2.0,2021-03-19 13:18:33,
STU10226,2021-2022,English Literature,,1.0,2021-08-15 17:22:18,Excellent facilities at hostel
STU10227,2021-2022,Architecture,Cafeteria,4.0,2021-01-04 12:38:39,
,2023-2024,Civil Engineering,Sports Complex,,2023-06-07 10:36:51,
STU10229,2023-2024,Electrical Engineering,Medical Center,3.0,2023-12-22 15:36:21,
,2022-2023,Architecture,,4.0,2022-05-10 15:57:55,
STU10231,2022-2023,Business Administration,Parking,1.0,2022-05-21 10:36:44,Good experience with parking
STU10232,2021-2022,History,,5.0,2021-07-21 12:33:51,Needs improvement in computer lab
STU10233,2022-2023,Physics,Sports Complex,5.0,2022-10-21 09:40:16,
STU10234,2024-2025,Mechanical Engineering,Library,5.0,2024-10-28 16:20:27,
STU10235,2023-2024,English Literature,Classrooms,1.0,2023-01-28 15:23:44,Disappointed with classrooms condition
,2024-2025,Psychology,Computer Lab,4.0,2024-08-25 15:42:00,Disappointed with computer lab condition
STU10237,2021-2022,Computer Science,Computer Lab,5.0,2021-08-26 12:10:51,
STU10238,2023-2024,History,Cafeteria,3.0,2023-10-05 13:29:53,
STU10239,2022-2023,Biology,Library,4.0,2022-08-25 17:01:14,Good experience with library
STU10240,2022-2023,Civil Engineering,Auditorium,1.0,2022-09-26 15:49:09,
STU10241,2022-2023,Mathematics,,2.0,2022-05-16 10:10:09,
,2024-2025,Psychology,Auditorium,1.0,2024-08-27 17:49:21,Poor maintenance of auditorium
STU10243,2021-2022,Electrical Engineering,Library,5.0,2021-03-26 15:38:48,Very happy with library services
STU10244,2022-2023,Economics,Computer Lab,5.0,2022-08-14 15:22:43,Disappointed with computer lab condition
STU10245,2023-2024,English Literature,Auditorium,4.0,2023-02-02 13:14:51,
STU10246,2022-2023,Electrical Engineering,Medical Center,4.0,2022-06-11 13:32:55,
STU10247,2021-2022,Psychology,Medical Center,4.0,2021-09-05 16:41:57,Good experience with medical center
STU10248,2023-2024,Electrical Engineering,Library,4.0,2023-03-10 10:42:24,
STU10249,2023-2024,Psychology,Hostel,1.0,2023-09-20 12:21:41,
STU10250,2021-2022,Computer Science,Auditorium,2.0,2021-05-25 12:10:15,Very happy with auditorium services
STU10251,2022-2023,Electrical Engineering,Computer Lab,4.0,2022-04-20 16:53:34,Could be better at computer lab
STU10252,2022-2023,Mathematics,Medical Center,5.0,2022-10-06 12:59:56,
STU10253,2022-2023,Psychology,Sports Complex,5.0,2022-03-24 13:15:57,
STU10254,2023-2024,Architecture,Administration Office,2.0,2023-02-19 11:48:45,Disappointed with administration office condition
,2022-2023,Architecture,Parking,2.0,2022-04-19 12:29:54,
STU10256,2022-2023,,Library,5.0,2022-11-15 17:59:53,
STU10257,2022-2023,Civil Engineering,Sports Complex,5.0,2022-11-15 14:46:13,
STU10258,2023-2024,,Computer Lab,4.0,2023-10-18 11:12:42,Could be better at computer lab
STU10259,2023-2024,Biology,Library,5.0,2023-03-21 11:41:34,
STU10260,2024-2025,Economics,Computer Lab,5.0,2024-05-10 13:35:05,
STU10261,2021-2022,,Hostel,3.0,2021-08-25 12:05:40,Poor maintenance of hostel
STU10262,2021-2022,Physics,Sports Complex,5.0,2021-04-21 16:43:41,Poor maintenance of sports complex
STU10263,2022-2023,Psychology,Administration Office,3.0,2022-06-10 17:12:05,Excellent facilities at administration office
STU10264,2024-2025,English Literature,Sports Complex,5.0,2024-11-25 13:03:49,
STU10265,2022-2023,Mechanical Engineering,Administration Office,2.0,2022-08-15 15:20:41,
STU10266,2023-2024,Architecture,Auditorium,5.0,2023-10-21 10:04:02,
STU10267,2021-2022,Computer Science,Cafeteria,,2021-09-21 17:40:32,Poor maintenance of cafeteria
STU10268,2022-2023,Physics,,1.0,2022-01-24 10:27:57,
STU10269,2023-2024,Computer Science,,5.0,2023-06-02 09:09:20,Could be better at library
STU10270,2024-2025,Mechanical Engineering,Parking,2.0,2024-03-07 14:11:23,
STU10271,2021-2022,English Literature,Parking,3.0,2021-03-17 15:20:19,
STU10272,2023-2024,Civil Engineering,Classrooms,5.0,2023-06-20 17:39:57,
STU10273,2023-2024,Mechanical Engineering,Auditorium,3.0,2023-08-12 09:41:51,
,2022-2023,Psychology,Auditorium,3.0,2022-02-11 11:04:50,Poor maintenance of auditorium
STU10275,2023-2024,Mathematics,Auditorium,4.0,,
STU10276,2024-2025,Mathematics,Hostel,1.0,2024-04-06 10:06:15,
STU10277,2024-2025,Mechanical Engineering,Administration Office,2.0,2024-12-01 15:07:36,
STU10278,2024-2025,Business Administration,Sports Complex,5.0,2024-06-19 17:11:10,
STU10279,2024-2025,Economics,,5.0,2024-05-13 10:03:27,
STU10280,2022-2023,,Computer Lab,5.0,2022-01-04 17:19:33,Could be better at computer lab
STU10281,2023-2024,Economics,Auditorium,4.0,2023-06-18 14:18:59,
STU10282,2022-2023,History,Auditorium,,2022-08-02 14:02:11,
STU10283,2021-2022,Business Administration,Administration Office,1.0,2021-01-21 11:51:33,
STU10284,2022-2023,Chemistry,Auditorium,1.0,2022-05-12 11:32:19,
STU10285,2021-2022,Electrical Engineering,Administration Office,1.0,2021-07-06 17:19:59,
,2021-2022,Electrical Engineering,Sports Complex,5.0,2021-06-15 13:34:56,
STU10287,2023-2024,Architecture,,5.0,2023-07-09 11:59:12,
STU10288,,Biology,Medical Center,3.0,2023-11-02 16:45:37,Excellent facilities at medical center
STU10289,2023-2024,Electrical Engineering,Cafeteria,3.0,2023-04-17 17:39:23,Could be better at cafeteria
STU10290,2022-2023,Physics,Cafeteria,3.0,2022-03-10 11:08:27,Very happy with cafeteria services
STU10291,2023-2024,Physics,Medical Center,1.0,2023-12-19 12:13:55,
STU10292,2023-2024,Mathematics,Library,4.0,2023-01-24 12:24:13,
STU10293,2022-2023,English Literature,Auditorium,4.0,2022-11-04 16:01:40,
STU10294,,Mathematics,Medical Center,5.0,2022-01-16 11:10:45,
STU10295,,Business Administration,Sports Complex,4.0,2023-12-01 13:08:08,
STU10296,2024-2025,Mathematics,Library,4.0,2024-07-15 16:11:53,
STU10297,2023-2024,Physics,,2.0,2023-04-22 16:20:50,
STU10298,2023-2024,Electrical Engineering,,5.0,2023-12-28 12:21:11,
STU10299,,Mechanical Engineering,Administration Office,2.0,2023-07-09 09:07:22,
STU10300,2024-2025,Mechanical Engineering,Library,4.0,2024-06-26 16:18:59,
STU10301,,Economics,Library,5.0,2022-03-16 12:55:48,
,2021-2022,Architecture,Library,4.0,2021-11-20 09:25:38,
STU10303,2023-2024,Architecture,Parking,1.0,2023-09-09 16:36:48,
STU10304,2021-2022,Electrical Engineering,,1.0,2021-07-13 11:10:12,
STU10305,2021-2022,Mathematics,Cafeteria,4.0,2021-08-08 13:44:11,
,2022-2023,Chemistry,Medical Center,4.0,2022-10-05 16:24:26,Could be better at medical center
STU10307,2022-2023,Psychology,Library,5.0,2022-02-18 10:03:29,
,2023-2024,Business Administration,Cafeteria,4.0,2023-08-20 09:32:11,Very happy with cafeteria services
STU10309,2023-2024,Mechanical Engineering,Auditorium,2.0,2023-02-19 10:50:53,Very happy with auditorium services
STU10310,2024-2025,Civil Engineering,Classrooms,3.0,2024-05-02 14:02:15,
STU10311,,Physics,Cafeteria,3.0,2024-01-23 13:20:48,Good experience with cafeteria
STU10312,2023-2024,Physics,Classrooms,4.0,2023-05-22 10:35:34,Good experience with classrooms
STU10313,2022-2023,Chemistry,Hostel,1.0,2022-03-28 17:22:39,
STU10314,2021-2022,English Literature,Auditorium,4.0,2021-12-01 16:38:33,Excellent facilities at auditorium
STU10315,2023-2024,Business Administration,Administration Office,,2023-04-19 10:27:34,
STU10316,2021-2022,,Library,,2021-05-08 10:47:51,
STU10317,2023-2024,Civil Engineering,Library,4.0,2023-05-24 16:58:02,
STU10318,2022-2023,English Literature,Classrooms,3.0,2022-11-10 11:49:05,
STU10319,2022-2023,Architecture,Parking,,2022-05-10 13:34:22,
STU10320,2024-2025,Physics,Library,4.0,2024-11-15 12:16:44,
STU10321,2023-2024,Business Administration,Computer Lab,5.0,2023-02-13 14:52:58,
STU10322,2022-2023,Mechanical Engineering,Cafeteria,2.0,2022-01-21 13:43:10,
STU10323,2022-2023,History,Administration Office,3.0,2022-02-11 12:50:16,
STU10324,2022-2023,Biology,Auditorium,2.0,2022-03-05 15:20:07,Good experience with auditorium
STU10325,2023-2024,Biology,Cafeteria,3.0,2023-05-02 14:44:46,
STU10326,2021-2022,English Literature,Medical Center,4.0,2021-05-17 16:19:40,
STU10327,2024-2025,Computer Science,Cafeteria,3.0,2024-10-16 12:31:05,
STU10328,2022-2023,Biology,Library,5.0,2022-07-15 17:50:49,
STU10329,2024-2025,English Literature,Hostel,2.0,2024-04-07 11:47:08,Excellent facilities at hostel
STU10330,2022-2023,Computer Science,Library,5.0,2022-03-06 11:58:04,
STU10331,2023-2024,Psychology,Hostel,2.0,2023-06-11 11:53:09,Could be better at hostel
STU10332,2023-2024,History,Hostel,1.0,2023-03-24 17:29:46,
STU10333,2022-2023,Chemistry,Library,4.0,2022-07-03 09:35:24,
STU10334,2021-2022,Economics,Administration Office,3.0,2021-12-09 09:35:34,
STU10335,2021-2022,Physics,Hostel,1.0,2021-04-06 11:07:02,
